1,0.8132,285.3,0.07948174810923092
2,0.7651,291.6,-0.1096910566545262
3,0.7155,296.4,0.0214579354207558
4,0.6533,299.9,-0.1866068034790942
5,0.6094000000000001,301.7,0.020037630494528
6,0.5676,302.8,0.1433862977196441
7,0.5204,303.5,0.1722426618471786
8,0.475,303.8,0.1077869877961461
9,0.432,303.7,-0.172221031600543
10,0.3795,303.7,-0.2253055049810655
11,0.3015,303.5,-0.08781522201547887
12,0.2387,302.8,0.1361094501860407
13,0.1561,299.4,-0.3125271786006465
14,0.1279,298,-0.008661644108485689
15,0.105,296.4,0.1226498440905743
16,0.0794,293.1,-0.8120330176789139
17,0.0596,288.1,-3.628903717800256
