1,0.0696,284.8,-1.201725999614894
2,0.0794,293.1,5.829960177035503
3,0.0868,288.2,0.02427820029055283
4,0.105,296.4,6.176308372072469
5,0.1119,291.2,0.262998650782265
6,0.1279,298,5.533173060697607
7,0.1377,293.7,0.3769736339465339
8,0.1561,299.4,4.622235104066135
9,0.1682,296.3,0.6662309059722702
10,0.1928,301.6,4.446787969850391
11,0.2046,297.5,-0.2869110945804323
12,0.2344,298.7,-0.4487018541705083
13,0.2387,302.8,3.480292448416776
14,0.2753,300,-0.55355826667369
15,0.3015,303.5,2.271809696561377
16,0.3172,300.6,-0.9633633146800094
17,0.3598,301.3,-0.9577890776898244
18,0.3795,303.7,1.211284876297043
19,0.4062,301.7,-1.023518853612984
20,0.432,303.7,0.8291007218039681
21,0.4564,301.9,-1.039704125916955
22,0.475,303.8,0.8557135788242931
23,0.5141,302.1,-0.7031800936484274
24,0.5204,303.5,0.7410058417045207
25,0.5659,301.5,-0.7243290457597595
26,0.5676,302.8,0.6039560579738463
27,0.6094000000000001,301.7,0.4317968656519042
28,0.6129,300.6,-0.5678871591353527
29,0.6533,299.9,0.1978367495390216
30,0.6612,298.8,-0.5413179058953688
31,0.7073,296.1,-0.5448952468294124
32,0.7155,296.4,0.3543136317309177
33,0.7635,291.4,-0.2600771771940344
34,0.7651,291.6,0.1147245920041655
35,0.8111,285.6,0.06737891698321619
36,0.8132,285.3,0.0854378593387537
