0.05001,288.41,-15.18935981282681
0.019,294.28,-8.598045482732459
0.10054,297.4,-6.932775210518912
0.03,299.48,-3.682673115022283
0.1204,299.5,-5.013873635961716
0.047,303.19,-0.3498566904821132
0.1498,301.76,-2.948336127302639
0.06,304.57,0.7875431674113429
0.19947,303.79,-1.128542947593019
0.079,305.49,1.41470798791471
0.24844,304.99,-0.08953710030010598
0.1,305.92,1.592841832004865
0.29801,305.75,0.48049388120495
0.148,306.05,1.351577672976305
0.199,305.69,0.7730708527745946
0.34853,306.21,0.6915695869565184
0.248,304.81,-0.2680467147032459
0.39494,306.3,0.5222849336464037
0.299,302.73,-2.543839141076091
0.4415,306.32,0.3098184998837041
0.342,300.62,-4.863401995829065
0.45003,306.33,0.287011084107462
0.4,296.65,-9.155678133000265
0.50495,306.15,0.04259567275454401
0.447,292.71,-13.3218335642888
0.54811,305.84,-0.02941736217997004
0.59548,305.11,-0.02173796422766827
0.6490899999999999,303.35,-0.06381287913870892
0.70164,300.33,-0.125154481024083
0.72044,299.17,0.1607209915986232
0.74915,295.76,-0.5745044868088485
0.80056,290.24,0.3422556042081624
0.84774,281.78,0.02348434072166583
